title,neighborhoods,price,num_bedrooms,num_bathrooms,url,lat,lon,city,time_posted,alerted,priority_alerted,source,bike_time_minutes,bike_station
Ideal Off-Campus 2BR Minutes from USF! Unit #106,NOPA/Inner Richmond,5450,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ideal-off-campus-2br/7921842409.html,37.7728963868117,-122.454281760469,San Francisco,2026-03-17T13:00:05.593351-07:00,True,,craigslist,21.0,4th & King
"Cozy 2 BR/2.5 BA Oasis with Hardwood Floors, Apply Now!",,3981,2,3.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-cozy-br-25-ba-oasis-with/7921825214.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-17T12:00:04.874386-07:00,False,,craigslist,,
"Washer and Dryer, Gated, Stainless Steel Appliances, Bicycle Parking",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-washer-and-dryer-gated/7921828747.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-17T12:00:04.873553-07:00,False,,craigslist,,
A 2 Br Unit at the convenient location,,2100,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-br-unit-at-the/7919840943.html,37.7195013039708,-122.441099147519,San Francisco,2026-03-17T11:20:05.410741-07:00,False,,craigslist,,
#1704 Top Floow Two Bedroom at AVA 55 Ninth,,4655,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1704-top-floow-two/7921818448.html,37.7770182451897,-122.415690761138,San Francisco,2026-03-17T11:20:05.409896-07:00,False,,craigslist,,
"Captivating 2 BR/1.5 BA with Lounge & Sun Deck, Package Service",,3593,2,2.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-captivating-br-15-ba-with/7921808336.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-17T11:00:04.950995-07:00,False,,craigslist,,
Pristine 3BR Single Family Home | 2 Decks w/ Bay Views | Garage + W/D,,5250,3,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pristine-3br-single/7921809259.html,37.7257757647849,-122.419228775523,San Francisco,2026-03-17T11:00:04.950436-07:00,False,,craigslist,,
Updated Two Bedroom in Lower Pac Heights | Shared Laundry | Views,,5495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-two-bedroom-in/7920594005.html,37.7845245652633,-122.445549883672,San Francisco,2026-03-17T11:00:04.949320-07:00,False,,craigslist,,
Updated Top Floor Flat with W/D in Unit,Way Out There,4150,4,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-top-floor-flat/7921809429.html,37.7820041239226,-122.485331489301,San Francisco,2026-03-17T11:00:04.948117-07:00,True,,craigslist,30.0,4th & King
Single Family Home in Great Location!,,4500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-family-home-in/7921810013.html,37.7126550312771,-122.432001723649,San Francisco,2026-03-17T11:00:04.947318-07:00,False,,craigslist,,
"Remodeled, New H/W (306 20th Avenue)",Way Out There,4895,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-new-w-th-avenue/7921802172.html,37.7821439256246,-122.479512529934,San Francisco,2026-03-17T10:40:05.605181-07:00,True,,craigslist,28.0,4th & King
3 BDRM apartment home available at Baker Beach in the Presidio!,,4600,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bdrm-apartment-home/7921806832.html,37.792922407666,-122.478651947326,San Francisco,2026-03-17T10:40:05.604483-07:00,False,,craigslist,,
Available now! Split apartment home at Baker Beach!,,5100,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-available-now-split/7921807090.html,37.7916143450198,-122.477979294874,San Francisco,2026-03-17T10:40:05.603877-07:00,False,,craigslist,,
Renovated kitchen- Two Bedroom split-level at Baker Beach!,,4865,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-kitchen-two/7921807597.html,37.7913685461257,-122.476793845196,San Francisco,2026-03-17T10:40:05.603122-07:00,False,,craigslist,,
Bright 2 Bedroom / 2 Bathroom Apartment in Prime Nob Hill Location,,5495,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-bedroom-bathroom/7921349703.html,37.7909583083444,-122.417521361293,San Francisco,2026-03-17T10:20:04.929585-07:00,False,,craigslist,,
2038 DIVISADERO 2BE/1.5 BATH PACIFIC HEIGHTS LOCATION,,5360,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2038-divisadero-2be-15/7921791463.html,37.7884281267213,-122.440507855075,San Francisco,2026-03-17T10:00:04.908822-07:00,False,,craigslist,,
3BR/2BA Near Union Square,,4295,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-near-union-square/7921788113.html,37.7897018118998,-122.415444962244,San Francisco,2026-03-17T10:00:04.908269-07:00,False,,craigslist,,
Imagine having this view when you wake up in your home!!!,,2972,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-imagine-having-this-view/7920153801.html,37.7443493376287,-122.43873168591,San Francisco,2026-03-17T10:00:04.907651-07:00,False,,craigslist,,
Hidden Gem in the Heart of Diamond Heights (LIHTC unit),,2972,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hidden-gem-in-the-heart/7918898523.html,37.7443493376287,-122.43873168591,San Francisco,2026-03-17T10:00:04.906891-07:00,False,,craigslist,,
"Roof View Fire Pits, Grills, EV Charging, Pets Welcome, Now Showing",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-roof-view-fire-pits/7921785103.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-17T09:40:04.984333-07:00,False,,craigslist,,
Stunning 3BR/2.5BA Luxury Home in Bernal Heights City Views.,Mission,5000,3,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-3br-25ba-luxury/7921788022.html,37.7508993911422,-122.415297712091,San Francisco,2026-03-17T09:40:04.983705-07:00,False,,craigslist,,
140 20th Avenue Owner LP - 106,Way Out There,4200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-th-avenue-owner-lp-106/7921789538.html,37.7852247196889,-122.479730826854,San Francisco,2026-03-17T09:40:04.982890-07:00,True,,craigslist,29.0,4th & King
"Walk-in showers, 24-hour on-site security, Sky Terrace",,3582,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-walk-in-showers-24-hour/7921782522.html,37.7816185233265,-122.412125817737,San Francisco,2026-03-17T09:20:05.373514-07:00,False,,craigslist,,
Well maintained 3BD & 2BR for rent,,4198,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-well-maintained-3bd-2br/7920642858.html,37.7195013039708,-122.441099147519,San Francisco,2026-03-17T09:20:05.372772-07:00,False,,craigslist,,
"Stainless Steel Appliances, Now Showing, Gated, Pet Park",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stainless-steel/7921764627.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-17T08:20:05.503333-07:00,False,,craigslist,,
Twin Peaks/630 Grand view/W/D in unit/Coming Soon/Top Floor!!,Castro/Noe,4595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-twin-peaks-630-grand-view/7921761368.html,37.7586996385647,-122.433002107959,San Francisco,2026-03-17T08:00:05.843785-07:00,True,,craigslist,14.0,22nd St
Bright Remodeled 2bd w/ Shared Yard! Must See!  ~ J.Wavro,Mission,3750,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-2bd/7921757492.html,37.7571010863164,-122.417808413149,San Francisco,2026-03-17T07:40:05.172700-07:00,True,,craigslist,10.0,22nd St
Modern 2-bedroom apartment,,1675,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-bedroom-apartment/7921726388.html,37.7968053426434,-122.430194614763,San Francisco,2026-03-17T03:20:04.962071-07:00,False,,craigslist,,
Top floor two bedroom with parking and two patios l,,2200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-two-bedroom/7921723067.html,37.7450013635995,-122.438299102775,San Francisco,2026-03-17T02:00:05.479395-07:00,False,,craigslist,,
Nob hill Beautiful 2-bedroom apartment,,2255,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-beautiful/7921718298.html,37.7763679380922,-122.427001520971,San Francisco,2026-03-17T00:00:05.324819-07:00,False,,craigslist,,
Steps to the N Judy Line! Convenient 2BR Near Parks & Top Schools,Way Out There,1750,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-steps-to-the-judy-line/7921717957.html,37.7609840212938,-122.498445347315,San Francisco,2026-03-16T23:40:05.271981-07:00,False,,craigslist,,
"Great Deal: Fully renovated 2-bedroom, 1-bath apartment in Noe Valley!",Castro/Noe,1175,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-deal-fully/7921717458.html,37.7427954760883,-122.428313021364,San Francisco,2026-03-16T23:40:05.271208-07:00,False,,craigslist,,
Nob hill Beautiful 2-bedroom apartment,,1431,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-beautiful/7921716030.html,37.7763679380922,-122.427001520971,San Francisco,2026-03-16T23:00:05.573667-07:00,False,,craigslist,,
"Bicycle Parking, Pet Park, EV Charging, 360 View Rooftop Deck",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bicycle-parking-pet-park/7921714778.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T22:40:04.948873-07:00,False,,craigslist,,
Brand new Modern 2Bedroom Apartment,,1680,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-modern-2bedroom/7921713813.html,37.801062419061,-122.411852516869,San Francisco,2026-03-16T22:40:04.948159-07:00,False,,craigslist,,
Brand new Modern 2Bedroom Apartment,,1400,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-modern-2bedroom/7921711318.html,37.801062419061,-122.411852516869,San Francisco,2026-03-16T22:00:05.113463-07:00,False,,craigslist,,
"Captivating 2 BR/1.5 BA with In-Unit Washer/Dryer, Fitness Center On",,3886,2,2.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-captivating-br-15-ba-with/7921710644.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-16T21:20:05.039818-07:00,False,,craigslist,,
Remodeled 2 BR x 1 Bath with Laundry in Unit,Mission,4995,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-br-1-bath-with/7921706896.html,37.7611753891973,-122.423764309429,San Francisco,2026-03-16T20:40:04.730290-07:00,True,,craigslist,11.0,22nd St
Beautiful Two Bedroom in Great Location ~ Mission District,Mission,4000,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-two-bedroom-in/7917121797.html,37.7680056190727,-122.424407741033,San Francisco,2026-03-16T20:20:05.646010-07:00,True,,craigslist,10.0,4th & King
Spacious 2BR / 2BA with In-Unit Laundry in the Inner Richmond,NOPA/Inner Richmond,4795,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2br-2ba-with-in/7921280205.html,37.774405557644,-122.46380260015,San Francisco,2026-03-16T19:40:05.149920-07:00,True,,craigslist,25.0,4th & King
"Expansive Windows w/ City Views, Gated, Stainless Steel Appliances",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-expansive-windows-city/7921694597.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T19:40:05.149331-07:00,False,,craigslist,,
2BR/2BA Fully Updated (Sunset District) w/ Fireplace & Attached Garage,Way Out There,3400,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-2ba-fully-updated/7921693263.html,37.7557214039458,-122.490549988899,San Francisco,2026-03-16T19:40:05.148694-07:00,True,,craigslist,39.0,4th & King
2055 Sacramento #203 - Awesome 1x1 - WD in Unit - Great Area - Updated,,5195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2055-sacramento-awesome/7921700792.html,37.7907606379051,-122.426715042073,San Francisco,2026-03-16T19:40:05.147849-07:00,False,,craigslist,,
Connecticut - 1914 Edwardian (Potrero Hill) - 2BR/1BA w/Deck Garage,Potrero Hill,4100,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-connecticut-edwardian/7921687892.html,37.7621282180106,-122.397454087478,San Francisco,2026-03-16T18:10:04.718387-07:00,True,,craigslist,2.0,22nd St
"SoMa Life, Now Showing, Great Location, 360 View Rooftop Deck",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-life-now-showing/7921682282.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T17:50:04.684083-07:00,False,,craigslist,,
TMLP 13-mo. | Convenience Meets Luxury: Garage Parking & Elevator,,4161,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-13-mo-convenience/7921684312.html,37.778401365307,-122.414338580742,San Francisco,2026-03-16T17:30:05.245701-07:00,False,,craigslist,,
Cozy 2 BR/2.5 BA with Security Systems & Package Service,,3981,2,3.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-cozy-br-25-ba-with/7921684812.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-16T17:30:05.244970-07:00,False,,craigslist,,
"Top Floor, Bright Victorian Two Bedroom",Haight/Cole Valley,4450,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-bright/7921680427.html,37.7688902659084,-122.448185489529,San Francisco,2026-03-16T17:10:04.994381-07:00,True,,craigslist,18.0,4th & King
2055 Sacramento #407 - Awesome 2x1 - Awesome Views - Great Area,,5295,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2055-sacramento-awesome/7921680756.html,37.7907606379051,-122.426715042073,San Francisco,2026-03-16T17:10:04.993723-07:00,False,,craigslist,,
2055 Sacramento #402 - Charming 2x1 - Awesome Location - Near Park,,5295,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2055-sacramento-charming/7921681466.html,37.7907606379051,-122.426715042073,San Francisco,2026-03-16T17:10:04.993005-07:00,False,,craigslist,,
New Renovation Updated 2BR/1BA Laundry In Unit By Presidio,,5245,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovation-updated/7921675880.html,37.7970001482938,-122.447082545774,San Francisco,2026-03-16T16:50:05.462700-07:00,False,,craigslist,,
Two Bedroom Two Bathroom Flat - NEW ADU with Natural Light,Castro/Noe,4500,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-two-bathroom/7919619333.html,37.7538535615338,-122.426126614418,San Francisco,2026-03-16T16:30:05.142116-07:00,True,,craigslist,12.0,22nd St
2055 Sacramento #602 - Stunning 2x1 -Awesome Park View - Natural Light,,5395,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2055-sacramento-stunning/7921672595.html,37.7907606379051,-122.426715042073,San Francisco,2026-03-16T16:30:05.141484-07:00,False,,craigslist,,
2 level 2 bedroom and 2 bath townhome,,5600,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-level-bedroom-and-bath/7921672865.html,37.8001995446216,-122.409109767903,San Francisco,2026-03-16T16:30:05.140896-07:00,False,,craigslist,,
"4br 1ba Large Apartment on Natoma Street / 7th St, Section 8 welcome",,4500,4,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4br-1ba-large-apartment/7919632759.html,37.7724999000175,-122.414693814574,San Francisco,2026-03-16T16:30:05.140181-07:00,False,,craigslist,,
1290 20th Ave - 502,Way Out There,5245,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-th-ave-502/7921667784.html,37.7745184303296,-122.478965928198,San Francisco,2026-03-16T16:10:05.174860-07:00,True,,craigslist,30.0,4th & King
2844 Lyon #503 - Renovated 2x1 - Marina Area - Near Shops - WD in Unit,,5245,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2844-lyon-renovated-2x1/7921669367.html,37.7970001482938,-122.447082545774,San Francisco,2026-03-16T16:10:05.174062-07:00,False,,craigslist,,
140 20th Ave #106 - Lovely 2x1 - Updated & New - WD in Unit - Pets OK,Way Out There,4200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-th-ave-lovely-2x1-updated/7921665076.html,37.7852247196889,-122.479730826854,San Francisco,2026-03-16T15:50:05.190080-07:00,True,,craigslist,29.0,4th & King
"SoMa Life, Now Showing, 360 View Rooftop Deck, EV Charging",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-life-now-showing-360/7921667034.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T15:50:05.189251-07:00,False,,craigslist,,
"Experience the Best of Daly City, Move-In Ready!",,3593,2,2.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-experience-the-best-of/7921660339.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-16T15:30:05.655781-07:00,False,,craigslist,,
OPEN HOUSE THURSDAY MAR 19 OPEN HOUSE FROM 5PM TO 6PM,,3100,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-thursday-mar/7921662842.html,37.7837390401262,-122.424105792275,San Francisco,2026-03-16T15:30:05.654961-07:00,False,,craigslist,,
Mission/3201 23rd&South Van ness/W/D in unit/Den/Office/Coming Soon!,Mission,3695,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-rdsouth-van-ness/7921656776.html,37.7539698719662,-122.416414979791,San Francisco,2026-03-16T15:10:05.296213-07:00,True,,craigslist,9.0,22nd St
2BE/2BA 1290 20TH AVE INNER SUNSET BY GG PARK,Way Out There,5245,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2be-2ba-th-ave-inner/7921657023.html,37.7636683285638,-122.478201029541,San Francisco,2026-03-16T15:10:05.295629-07:00,True,,craigslist,32.0,4th & King
MARINA 2BE/1BA 2844 LYON ST LOCATION READY TO RENT,,5245,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-marina-2be-1ba-2844-lyon/7921657400.html,37.7970001482938,-122.447082545774,San Francisco,2026-03-16T15:10:05.294986-07:00,False,,craigslist,,
2BE/1BA ACROSS FROM LAFAYETTE PARK PACIFIC HEIGHTS,,5295,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2be-1ba-across-from/7921657522.html,37.7907606379051,-122.426715042073,San Francisco,2026-03-16T15:10:05.294400-07:00,False,,craigslist,,
Mission/3201 23rd&South Van ness/W/D in unit/Den/Office/Top Floor!!!,Mission,3595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-rdsouth-van-ness/7921658216.html,37.7539698719662,-122.416414979791,San Francisco,2026-03-16T15:10:05.293681-07:00,True,,craigslist,9.0,22nd St
"Updated, furnished 2BR/1BA apartment near Divisadero, Golden Gate Park",,5100,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-furnished-2br-1ba/7921640100.html,37.7856000070447,-122.435799287915,San Francisco,2026-03-16T14:10:05.166126-07:00,False,,craigslist,,
"Spacious 2 Bed, 2 Bath Tower Apartment! Unit FO1502K",,3250,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bed-bath-tower/7921640408.html,37.7153381926316,-122.47352913168,San Francisco,2026-03-16T14:10:05.165583-07:00,False,,craigslist,,
Peaceful furnished retreat available for 3 weeks in Twin Peaks. 🏠,,3500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-peaceful-furnished/7921640790.html,37.750500039559,-122.444705343882,San Francisco,2026-03-16T14:10:05.165023-07:00,False,,craigslist,,
High-Rise 2 Bedroom Apartment with Views! Unit FO1005C,,3345,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-high-rise-bedroom/7921641490.html,37.7148769616065,-122.472777984011,San Francisco,2026-03-16T14:10:05.164468-07:00,False,,craigslist,,
Beautiful Vibrant and Pristine 2 Bed / 2 Bath in Prime Pacific Heights,,4995,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-vibrant-and/7921633702.html,37.790609950005,-122.430812836224,San Francisco,2026-03-16T14:10:05.163909-07:00,False,,craigslist,,
High-Rise 2 Bedroom Apartment with Views! Unit FO1506H,,3450,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-high-rise-bedroom/7921642348.html,37.7153381926316,-122.47352913168,San Francisco,2026-03-16T14:10:05.163304-07:00,False,,craigslist,,
Modern 3 Bed Apartment with En-Suite Bathrooms! Unit SE35510K,,4575,3,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-bed-apartment-with/7921643799.html,37.7192893095866,-122.480672196511,San Francisco,2026-03-16T14:10:05.162550-07:00,False,,craigslist,,
"2 Bed, 1 Bath Townhome Apartment with Closet! Unit TA123",,3236,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath-townhome/7921638106.html,37.7204231930631,-122.481329379102,San Francisco,2026-03-16T13:50:04.865539-07:00,False,,craigslist,,
Spacious 2 Bedroom Townhome in Parkmerced! Unit VI522,,3800,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bedroom-townhome/7921639373.html,37.7154779943336,-122.48294110938,San Francisco,2026-03-16T13:50:04.864792-07:00,False,,craigslist,,
"Roof View Fire Pits, Grills, Pets Welcome, 360 View Rooftop Deck",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-roof-view-fire-pits/7921629305.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T13:30:05.384423-07:00,False,,craigslist,,
Large Remodeled Two Bedrooms/4425 California,,3500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-remodeled-two/7919088340.html,37.7849582943142,-122.464827621646,San Francisco,2026-03-16T13:10:04.840132-07:00,False,,craigslist,,
4432 California St SF (7th Ave) Brand new 2/1 apt.  Close all,,3500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4432-california-st-sf-7th/7919971873.html,37.7849479810738,-122.46492273264,San Francisco,2026-03-16T13:10:04.839392-07:00,False,,craigslist,,
Downstairs flat inside single family home,,3000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-downstairs-flat-inside/7920112873.html,37.7185312864236,-122.430767572558,San Francisco,2026-03-16T12:30:05.424021-07:00,False,,craigslist,,
Two Bedroom One Bath Victorian Flat ~ J.Wavro,NOPA/Inner Richmond,5300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-one-bath/7921616056.html,37.7760172879216,-122.444774098817,San Francisco,2026-03-16T12:30:05.423253-07:00,True,,craigslist,17.0,4th & King
NOE VALLEY MID-CENTURY 2BD 1BA WITH CITY VIEW AND W/D IN UNIT,Castro/Noe,4595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-noe-valley-mid-century/7921611710.html,37.7586996385647,-122.433002107959,San Francisco,2026-03-16T12:10:05.370814-07:00,True,,craigslist,14.0,22nd St
PRE-MARKET LATE APRIL MOVE IN ~ NOB HILL 2BD 2BA ~ W/D IN UNIT,,4895,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-market-late-april/7921612223.html,37.7941995305913,-122.414106532834,San Francisco,2026-03-16T12:10:05.370052-07:00,False,,craigslist,,
PRE-MARKET LATE APRIL MOVE-IN ~ NOB HILL / POLK GULCH 2BD 2BA WITH W/D IN UNIT,,4895,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-market-late-april/7921599935.html,37.7916997157313,-122.419594895554,San Francisco,2026-03-16T11:50:05.004438-07:00,False,,craigslist,,
"Roof View Fire Pits, Grills, Pet Park, Great Location, Now Showing",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-roof-view-fire-pits/7921603659.html,37.7752730157458,-122.415909631016,San Francisco,2026-03-16T11:50:05.003682-07:00,False,,craigslist,,
Fully Remodeled 4 Bed 3 Full Bathroom Home | Garage + Backyard,,5495,4,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-remodeled-bed-full/7921588157.html,37.7296237493368,-122.391648879098,San Francisco,2026-03-16T11:30:05.228441-07:00,False,,craigslist,,
Brand New 3BD/2BA in Quiet Convenient Neighborhood,Way Out There,4500,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-3bd-2ba-in/7921598482.html,37.7538157463193,-122.486123889932,San Francisco,2026-03-16T11:30:05.227823-07:00,True,,craigslist,33.0,4th & King
Rent controlled apt in Sunny Mission! Condo Quality!  ~ J.Wavro,"Mission,Chill Mission",4295,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rent-controlled-apt-in/7921598567.html,37.7591946740997,-122.409776117819,San Francisco,2026-03-16T11:30:05.227024-07:00,True,,craigslist,7.0,22nd St
3BR Townhome Community in Parkmerced! Unit CR050,,4420,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-townhome-community-in/7921590858.html,37.718001873421,-122.474471647253,San Francisco,2026-03-16T11:10:05.100926-07:00,False,,craigslist,,
"*******This newly renovated 2-bedroom, 1-bath house******",,1000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-this-newly-renovated/7921588662.html,37.7916997157313,-122.418600813779,San Francisco,2026-03-16T11:10:05.100197-07:00,False,,craigslist,,
"Stunning 2 BR/1.5 BA with Walk-In Closets, First Month Free!",,3886,2,2.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-stunning-br-15-ba-with/7921582342.html,37.7072342775777,-122.415895880029,San Francisco,2026-03-16T10:50:05.697687-07:00,False,,craigslist,,
TMLP 13-mo. | City Oasis: Park Views & High-End Finishes,,4161,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-13-mo-city-oasis/7921584206.html,37.778401365307,-122.414338580742,San Francisco,2026-03-16T10:50:05.697081-07:00,False,,craigslist,,
"2 Bed, 1 Bath Townhome Apartment with Beautiful View! Unit GO421",,3600,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath-townhome/7921585384.html,37.7160721515671,-122.477381126936,San Francisco,2026-03-16T10:50:05.696517-07:00,False,,craigslist,,
"3 Bedroom, 3 Bath Townhome in Parkmerced! Unit GR105",,4470,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath-townhome-in/7921585973.html,37.7162463307368,-122.479307411044,San Francisco,2026-03-16T10:50:05.695940-07:00,False,,craigslist,,
"*LEASED* Top-floor, sunny and bright 2-bed 1-bath apt, deck, great loc",,5500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-leased-top-floor-sunny/7918597185.html,37.7920205720966,-122.430996755676,San Francisco,2026-03-16T10:50:05.695345-07:00,False,,craigslist,,
*LEASED* Very spacious 2-bed 1-bath apartment with a lots of charm,Way Out There,4195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-leased-very-spacious-bed/7920121610.html,37.7847056199265,-122.478624445352,San Francisco,2026-03-16T10:50:05.694716-07:00,True,,craigslist,29.0,4th & King
*LEASED* Great 2-bedroom 1-bathroom apartment in Pacific Heights,,4500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-leased-great-bedroom/7920121854.html,37.7931132026118,-122.424570461046,San Francisco,2026-03-16T10:50:05.694039-07:00,False,,craigslist,,
